a	O
prior	O
History	B-D006664

Other	O
factors	O
that	O
increase	O
the	O
Risk	B-D012306

Most	O
postmarketing	O
reports	O
of	O
fatal	O
GI	O
events	O
occurred	O
in	O
elderly	O
or	O
debilitated	O
Patients	B-D010361

Additionally,	O
Patients	B-D010361

Strategies	O
to	O
Minimize	O
the	O
GI	O
Risk	B-D012306
s	O
in	O
NSAID-treated	O
Patients	B-D010361

Avoid	O
administration	O
of	O
more	O
than	O
one	O
NSAID	O
at	O
a	O
Time	B-D013995

Avoid	O
use	O
in	O
Patients	B-D010361

For	O
such	O
Patients	B-D010361

Remain	O
alert	O
for	O
Signs	B-D012816
and	I-D012816
Symptoms	I-D012816

If	O
a	O
serious	O
GI	O
adverse	O
event	O
is	O
suspected,	O
promptly	O
initiate	O
evaluation	O
and	O
treatment,	O
and	O
discontinue	O
Diclofenac	B-D004008

In	O
the	O
setting	O
of	O
concomitant	O
use	O
of	O
low-dose	O
Aspirin	B-D001241

5.3	O
Hepatotoxicity	O
In	O
Clinical	B-D016430
Trial	I-D016430

In	O
a	O
large,	O
open-label,	O
controlled	O
trial	O
of	O
3,700	O
Patients	B-D010361

Meaningful	O
elevations	O
of	O
ALT	O
and/or	O
AST	O
occurred	O
in	O
about	O
4%	O
of	O
3,700	O
Patients	B-D010361

In	O
that	O
open-	O
label	O
study,	O
a	O
higher	O
Incidence	B-D015994

Elevations	O
in	O
Transaminases	B-D000637

Almost	O
all	O
meaningful	O
elevations	O
in	O
Transaminases	B-D000637

Abnormal	O
TES	B-C004551

In	O
postmarketing	O
reports,	O
cases	O
of	O
drug-induced	O
hepatotoxicity	O
have	O
been	O
reported	O
in	O
the	O
first	O
month,	O
and	O
in	O
some	O
cases,	O
the	O
first	O
2	O
months	O
of	O
therapy,	O
but	O
can	O
occur	O
at	O
any	O
Time	B-D013995

Postmarketing	O
surveillance	O
has	O
reported	O
cases	O
of	O
severe	O
hepatic	O
reactions,	O
including	O
Liver	B-D008099

Some	O
of	O
these	O
reported	O
cases	O
resulted	O
in	O
fatalities	O
or	O
Liver	B-D016031
Transplantation	I-D016031

In	O
a	O
Europe	B-D005060
an	O
retrospective	O
Population	B-D011153

In	O
this	O
particular	O
study,	O
based	O
on	O
an	O
Overall	B-D016424

Physicians	B-D010820
should	O
measure	O
Transaminases	B-D000637

The	O
optimum	O
Time	B-D013995

Based	O
on	O
Clinical	B-D016430
Trial	I-D016430

However,	O
severe	O
hepatic	O
reactions	O
can	O
occur	O
at	O
any	O
Time	B-D013995

If	O
abnormal	O
Liver	B-D008099

Inform	O
Patients	B-D010361

If	O
clinical	O
Signs	B-D012816
and	I-D012816
Symptoms	I-D012816

To	O
minimize	O
the	O
potential	O
Risk	B-D012306

Exercise	B-D015444
caution	O
when	O
prescribing	O
Diclofenac	B-D004008

5.4	O
Hypertension	B-D006973
NSAIDs,	O
including	O
Diclofenac	B-D004008

Patients	B-D010361
taking	O
angiotensin	O
converting	O
enzyme	O
(ACE)	O
inhibitors,	O
thiazide	O
Diuretics	B-D004232

Monitor	O
Blood	B-D001794
Pressure	I-D001794

5.5	O
Heart	B-D006333
Failure	I-D006333
and	O
Edema	B-D004487
The	O
Coxib	O
and	O
traditional	O
NSAID	O
Trialists'	O
Collaboration	O
Meta-Analysis	B-D017418

In	O
a	O
Danish	O
National	O
Registry	O
study	O
of	O
Patients	B-D010361

Additionally,	O
fluid	O
retention	O
and	O
Edema	B-D004487

Use	O
of	O
Diclofenac	B-D004008

Avoid	O
the	O
use	O
of	O
Diclofenac	B-D004008

If	O
Diclofenac	B-D004008

5.6	O
Renal	O
Toxicity	O
and	O
Hyperkalemia	B-D006947
Renal	O
Toxicity	O
Long-term	O
administration	O
of	O
NSAIDs	O
has	O
resulted	O
in	O
renal	O
papillary	O
Necrosis	B-D009336

Renal	O
toxicity	O
has	O
also	O
been	O
seen	O
in	O
Patients	B-D010361

In	O
these	O
Patients	B-D010361

Patients	B-D010361
at	O
greatest	O
Risk	B-D012306

Discontinuation	O
of	O
NSAID	O
therapy	O
was	O
usually	O
followed	O
by	O
recovery	O
to	O
the	O
pretreatment	O
state	O

No	O
information	O
is	O
available	O
from	O
controlled	O
clinical	O
studies	O
regarding	O
the	O
use	O
of	O
Diclofenac	B-D004008

The	O
renal	O
effects	O
of	O
Diclofenac	B-D004008

Correct	O
volume	O
status	O
in	O
dehydrated	O
or	O
hypovolemic	O
Patients	B-D010361

Monitor	O
renal	O
function	O
in	O
Patients	B-D010361

Avoid	O
the	O
use	O
of	O
Diclofenac	B-D004008

If	O
Diclofenac	B-D004008

Hyperkalemia	B-D006947
Increases	O
in	O
Serum	B-D044967

In	O
Patients	B-D010361

5.7	O
Anaphylactic	O
Reactions	O
Diclofenac	B-D004008
has	O
been	O
associated	O
with	O
anaphylactic	O
reactions	O
in	O
Patients	B-D010361

Seek	O
emergency	O
help	O
if	O
an	O
anaphylactic	O
reaction	O
occurs	O

5.8	O
Exacerbation	O
of	O
Asthma	B-D001249
Related	O
to	O
Aspirin	B-D001241
Sensitivity	O
A	O
subpopulation	O
of	O
Patients	B-D010361

Because	O
cross-reactivity	O
between	O
Aspirin	B-D001241

When	O
Diclofenac	B-D004008

5.9	O
Serious	O
Skin	B-D012867
Reactions	O
NSAIDs,	O
including	O
Diclofenac	B-D004008

These	O
serious	O
events	O
may	O
occur	O
without	O
warning	O

Inform	O
Patients	B-D010361

Diclofenac	B-D004008
Sodium	B-D012964

Do	O
not	O
apply	O
Diclofenac	B-D004008

5.10	O
Prema	B-C070504
ture	O
Closure	O
of	O
Fetal	O
Ductus	B-D004373
Arteriosus	I-D004373
Diclofenac	B-D004008
may	O
cause	O
Prema	B-C070504

Avoid	O
use	O
of	O
NSAIDs,	O
including	O
Diclofenac	B-D004008

5.11	O
Hematologic	O
Toxicity	O
Anemia	B-D000740
has	O
occurred	O
in	O
NSAID-treated	O
Patients	B-D010361

This	O
may	O
be	O
due	O
to	O
occult	O
or	O
gross	O
Blood	B-D001769

If	O
a	O
patient	O
treated	O
with	O
Diclofenac	B-D004008

NSAIDs,	O
including	O
Diclofenac	B-D004008

Co-morbid	O
conditions	O
such	O
as	O
coagulation	O
disorders,	O
concomitant	O
use	O
of	O
Warfarin	B-D014859

Monitor	O
these	O
Patients	B-D010361

The	O
effects	O
of	O
Diclofenac	B-D004008

There	O
was	O
no	O
significant	O
change	O
in	O
Platelet	B-D010974
Aggregation	I-D010974

5.12	O
Masking	O
of	O
Inflammation	B-D007249
and	O
Fever	B-D005334
The	O
pharmacological	O
activity	O
of	O
Diclofenac	B-D004008

5.13	O
Laboratory	O
Monitoring	O
Because	O
serious	O
GI	O
bleeding,	O
hepatotoxicity,	O
and	O
renal	O
injury	O
can	O
occur	O
without	O
warning	O
symptoms	O
or	O
signs,	O
consider	O
monitoring	O
Patients	B-D010361

5.14	O
Sun	O
Exposure	O
Instruct	O
Patients	B-D010361

The	O
potential	O
effects	O
of	O
Diclofenac	B-D004008

5.15	O
Eye	B-D005123
Exposure	O
Avoid	O
contact	O
of	O
Diclofenac	B-D004008

Advise	O
Patients	B-D010361

5.16	O
Oral	O
Nonsteroidal	O
Anti-Inflammatory	O
Drugs	O
Concomitant	O
use	O
of	O
oral	O
NSAIDs	O
with	O
Diclofenac	B-D004008

Therefore,	O
do	O
not	O
use	O
combination	O
therapy	O
with	O
Diclofenac	B-D004008

6	O
ADVERSE	O
REACTIONS	O
The	O
following	O
adverse	O
reactions	O
are	O
discussed	O
in	O
greater	O
detail	O
in	O
other	O
sections	O
of	O
the	O
labeling:	O
Cardiovascular	O
Thrombotic	O
Events	O
[see	O
Warnings	O
and	O
Precautions	O
(5.1)]	O
GI	O
Bleeding,	O
Ulcer	B-D014456
ation	O
and	O
Perforation	O
[see	O
Warnings	O
and	O
Precautions	O
(5.2)]	O
Hepatotoxicity	O
[see	O
Warnings	O
and	O
Precautions	O
(5.3)]	O
Hypertension	B-D006973
[see	O
Warnings	O
and	O
Precautions	O
(5.4)]	O
Heart	B-D006333
Failure	I-D006333
and	O
Edema	B-D004487
[see	O
Warnings	O
and	O
Precautions	O
(5.5)]	O
Renal	O
Toxicity	O
and	O
Hyperkalemia	B-D006947
[see	O
Warnings	O
and	O
Precautions	O
(5.6)]	O
Anaphylactic	O
Reactions	O
[see	O
Warnings	O
and	O
Precautions	O
(5.7)]	O
Serious	O
Skin	B-D012867
Reactions	O
[see	O
Warnings	O
and	O
Precautions	O
(5.9)]	O
Hematologic	O
Toxicity	O
[see	O
Warnings	O
and	O
Precautions	O
(5.11)]	O
Most	O
common	O
adverse	O
reactions	O
with	O
Diclofenac	B-D004008

(6.1)	O
To	O
report	O
SUSPECTED	O
ADVERSE	O
REACTIONS,	O
contact	O
Novel	O
Laboratories	B-D007753
,	O
Inc	O

at	O
1-866-403-7592	O
or	O
FDA	O
at	O
1-800-FDA-1088	O
or	O
www.fda.gov/medwatch	O

6.1	O
Clinical	B-D016430
Trial	I-D016430
s	O
Experience	O
Because	O
Clinical	B-D016430
Trial	I-D016430

The	O
data	O
described	O
below	O
reflect	O
exposure	O
to	O
Diclofenac	B-D004008

The	O
Population	B-D011153

The	O
most	O
common	O
adverse	O
events	O
with	O
Diclofenac	B-D004008

These	O
events	O
were	O
the	O
most	O
common	O
reason	O
for	O
withdrawing	O
from	O
the	O
studies	O

Application	O
Site	O
Reactions	O
In	O
controlled	O
trials,	O
the	O
most	O
common	O
treatment-related	O
adverse	O
events	O
in	O
Patients	B-D010361

Application	O
site	O
reactions	O
were	O
Character	B-D002605

The	O
most	O
frequent	O
of	O
these	O
reactions	O
were	O
dry	O
Skin	B-D012867

In	O
one	O
controlled	O
trial,	O
a	O
higher	O
rate	O
of	O
contact	O
Dermatitis	B-D003872

In	O
the	O
open	O
label	O
uncontrolled	O
long-term	O
Safety	B-D012449

Adverse	O
Events	O
Common	O
to	O
the	O
NSAID	O
Class	O
In	O
controlled	O
trials,	O
subjects	O
treated	O
with	O
Diclofenac	B-D004008

The	O
combination	O
of	O
Diclofenac	B-D004008

less	O
than	O
1%),	O
and	O
more	O
frequent	O
abnormal	O
Creatinine	B-D003404

7%),	O
Urea	B-D014508

12%),	O
and	O
hemoglobin	O
(13%	O
vs	O

9%),	O
but	O
no	O
difference	O
in	O
elevation	O
of	O
Liver	B-D008099

Table	O
1	O
lists	O
all	O
adverse	O
reactions	O
occurring	O
in	O
≥1%	O
of	O
Patients	B-D010361

Since	O
these	O
trials	O
were	O
of	O
different	O
durations,	O
these	O
percentages	O
do	O
not	O
capture	O
cumulative	O
rates	O
of	O
occurrence	O

Table	O
1:	O
Adverse	O
Reactions	O
occurring	O
in	O
≥1%	O
of	O
Patients	B-D010361

Treatment	O
Group	O
:	O
Diclofenac	B-D004008
Sodium	B-D012964

postmarketing	O
surveillance,	O
the	O
following	O
adverse	O
reactions	O
have	O
been	O
reported	O
during	O
post-approval	O
use	O
of	O
Diclofenac	B-D004008

Because	O
these	O
reactions	O
are	O
reported	O
voluntarily	O
from	O
a	O
Population	B-D011153

Body	O
as	O
a	O
Whole:	O
Abdominal	B-D015746
Pain	I-D015746

This	O
Risk	B-D012306

Patients	B-D010361
with	O
cardiovascular	O
Disease	B-D004194

(See	O
WARNINGS)	O

Etodolac	B-D017308
Capsules	B-D002214

Gastrointestinal	O
Risk	B-D012306
NSAIDs	O
cause	O
an	O
increased	O
Risk	B-D012306

These	O
events	O
can	O
occur	O
at	O
any	O
Time	B-D013995

Elderly	O
Patients	B-D010361

(See	O
WARNINGS)	O

ADVERSE	O
REACTIONS	O
SECTION	O
In	O
Patients	B-D010361

Other	O
events	O
including:	O
abnormal	O
renal	O
function,	O
Anemia	B-D000740

Adverse-reaction	O
information	O
for	O
Etodolac	B-D017308

In	O
Clinical	B-D016430
Trial	I-D016430

The	O
discontinuation	O
rate	O
in	O
Controlled	B-D018848
Clinical	I-D018848
Trial	I-D018848

New	O
patient	O
complaints	O
(with	O
an	O
Incidence	B-D015994

The	O
Incidence	B-D015994

(i.e.,	O
600	O
to	O
1000	O
mg/day)	O

Incidence	B-D015994
Greater	O
Than	O
Or	O
Equal	O
To	O
1%	O
-	O
Probably	O
Causally	O
Related	O
Body	O
as	O
a	O
whole	O
-	O
Chills	B-D023341
and	O
Fever	B-D005334

Digestive	B-D004064
System	I-D004064

Nervous	B-D009420
System	I-D009420

Skin	B-D012867
and	O
appendages	O
-	O
Pruritus	B-D011537
,	O
rash	O

Special	O
senses	O
-	O
Blurred	O
vision,	O
Tinnitus	B-D014012

Urogenital	B-D014566
System	I-D014566

Musculoskeletal—Arthralgia	O

Drug-related	O
patient	O
complaints	O
occurring	O
in	O
fewer	O
than	O
3%,	O
but	O
more	O
than	O
1%,	O
are	O
unmarked	O

1Drug-related	O
patient	O
complaints	O
occurring	O
in	O
3	O
to	O
9%	O
of	O
Patients	B-D010361

Cardiovascular	B-D002319
System	I-D002319

Digestive	B-D004064
System	I-D004064

Hemic	O
and	O
Lymphatic	B-D008208
System	I-D008208

Metabolic	O
and	O
nutritional	O
-	O
Edema	B-D004487
,	O
Serum	B-D044967

Nervous	B-D009420
System	I-D009420

Respiratory	B-D012137
System	I-D012137

Skin	B-D012867
and	O
appendages	O
-	O
Angioedema	B-D000799
,	O
Sweating	B-D013546

Special	O
senses	O
-	O
Photophobia	B-D020795
,	O
transient	O
visual	O
disturbances	O

Urogenital	B-D014566
System	I-D014566

Incidence	B-D015994
Less	O
Than	O
1%	O
-	O
Causal	O
Relationship	O
Unknown	O
(Medical	O
events	O
occurring	O
under	O
circumstances	O
where	O
causal	O
relationship	O
to	O
Etodolac	B-D017308

These	O
reactions	O
are	O
listed	O
as	O
alerting	O
information	O
for	O
Physicians	B-D010820

Cardiovascular	B-D002319
System	I-D002319

Digestive	B-D004064
System	I-D004064

Metabolic	O
and	O
nutritional	O
-	O
Change	O
in	O
weight	O

Nervous	B-D009420
System	I-D009420

Respiratory	B-D012137
System	I-D012137

Skin	B-D012867
and	O
appendages	O
-	O
Alopecia	B-D000505
,	O
maculopapular	O
rash,	O
photosensitivity,	O
Skin	B-D012867

Special	O
senses	O
-	O
Conjunctivitis	B-D003231
,	O
Deafness	B-D003638

Urogenital	B-D014566
System	I-D014566

Musculoskeletal—Muscle	O
Pain	B-D010146

Additional	O
Adverse	O
Reactions	O
Reported	O
with	O
NSAIDs	O
Body	O
as	O
a	O
whole	O
-	O
Sepsis	B-D018805
,	O
Death	B-D003643

This	O
Risk	B-D012306

Patients	B-D010361
with	O
cardiovascular	O
Disease	B-D004194

Voltaren®	O
Gel	O
is	O
contraindicated	O
for	O
the	O
treatment	O
of	O
peri-operative	O
Pain	B-D010146

Gastrointestinal	O
Risk	B-D012306
NSAIDs	O
cause	O
an	O
increased	O
Risk	B-D012306

These	O
events	O
can	O
occur	O
at	O
any	O
Time	B-D013995

Elderly	O
Patients	B-D010361

5	O
WARNINGS	O
AND	O
PRECAUTIONS	O
•	O
Serious	O
and	O
potentially	O
fatal	O
cardiovascular	O
(CV)	O
thrombotic	O
events,	O
Myocardial	B-D009203
Infarction	I-D009203

The	O
lowest	O
possible	O
dose	O
of	O
Voltaren®	O
Gel	O
should	O
be	O
used	O
in	O
Patients	B-D010361

(5.1)	O
•	O
NSAIDs,	O
including	O
Diclofenac	B-D004008

Voltaren®	O
Gel	O
should	O
be	O
prescribed	O
with	O
caution	O
in	O
those	O
with	O
a	O
prior	O
History	B-D006664

(5.2)	O
•	O
Elevation	O
of	O
one	O
or	O
more	O
Liver	B-D008099

Voltaren®	O
Gel	O
should	O
be	O
discontinued	O
immediately	O
if	O
abnormal	O
Liver	B-D008099

(5.3)	O
•	O
Long-term	O
administration	O
of	O
NSAIDs	O
can	O
result	O
in	O
renal	O
papillary	O
Necrosis	B-D009336

Voltaren®	O
Gel	O
should	O
be	O
used	O
with	O
caution	O
in	O
Patients	B-D010361

(5.6)	O
•	O
Hypertension	B-D006973
can	O
occur	O
with	O
NSAID	O
treatment	O

Blood	B-D001794
Pressure	I-D001794

(5.4)	O
•	O
Fluid	O
retention	O
and	O
Edema	B-D004487

Voltaren®	O
Gel	O
should	O
be	O
used	O
with	O
caution	O
in	O
Patients	B-D010361

(5.5)	O
•	O
Anaphylactoid	O
reactions	O
may	O
occur	O
in	O
Patients	B-D010361

(5.7)	O
•	O
NSAIDs	O
can	O
cause	O
serious	O
Skin	B-D012867

Voltaren®	O
Gel	O
should	O
be	O
discontinued	O
if	O
rash	O
or	O
other	O
signs	O
of	O
local	O
Skin	B-D012867

(5.8)	O
5.1	O
Cardiovascular	O
Thrombotic	O
Events	O
Clinical	B-D016430
Trial	I-D016430

All	O
NSAIDs,	O
both	O
COX-2	O
selective	O
and	O
nonselective,	O
may	O
have	O
a	O
similar	O
Risk	B-D012306

Patients	B-D010361
with	O
known	O
CV	O
Disease	B-D004194

To	O
minimize	O
the	O
potential	O
Risk	B-D012306

Physicians	B-D010820
and	O
Patients	B-D010361

Patients	B-D010361
should	O
be	O
informed	O
about	O
the	O
signs	O
and/or	O
symptoms	O
of	O
serious	O
CV	O
toxicity	O
and	O
the	O
steps	O
to	O
take	O
if	O
they	O
occur	O

There	O
is	O
no	O
consistent	O
evidence	O
that	O
concurrent	O
use	O
of	O
Aspirin	B-D001241

The	O
concurrent	O
use	O
of	O
Aspirin	B-D001241

Two	O
large,	O
controlled,	O
Clinical	B-D016430
Trial	I-D016430

5.2	O
Gastrointestinal	O
Effects	O
–	O
Risk	B-D012306
of	O
GI	O
Ulcer	B-D014456
ation,	O
Bleeding,	O
and	O
Perforation	O
NSAIDs,	O
including	O
Diclofenac	B-D004008

These	O
serious	O
adverse	O
events	O
can	O
occur	O
at	O
any	O
Time	B-D013995

Only	O
one	O
in	O
five	O
Patients	B-D010361

Upper	O
GI	O
Ulcer	B-D014456

These	O
trends	O
continue	O
with	O
longer	O
duration	O
of	O
use,	O
increasing	O
the	O
likelihood	O
of	O
developing	O
a	O
serious	O
GI	O
event	O
at	O
some	O
Time	B-D013995

However,	O
even	O
short-term	O
therapy	O
is	O
not	O
without	O
Risk	B-D012306

NSAIDs	O
should	O
be	O
prescribed	O
with	O
extreme	O
caution	O
in	O
Patients	B-D010361

Patients	B-D010361
with	O
a	O
prior	O
History	B-D006664

Other	O
factors	O
that	O
increase	O
the	O
Risk	B-D012306

Most	O
spontaneous	O
reports	O
of	O
fatal	O
GI	O
events	O
are	O
in	O
elderly	O
or	O
debilitated	O
Patients	B-D010361

To	O
minimize	O
the	O
potential	O
Risk	B-D012306

Physicians	B-D010820
and	O
Patients	B-D010361

For	O
high-risk	O
Patients	B-D010361

5.3	O
Hepatic	O
Effects	O
Elevations	O
of	O
one	O
or	O
more	O
Liver	B-D008099

These	O
laboratory	O
abnormalities	O
may	O
progress,	O
may	O
remain	O
unchanged,	O
or	O
may	O
be	O
transient	O
with	O
continued	O
therapy	O

Borderline	O
elevations	O
(i.e	O

less	O
than	O
3	O
Time	B-D013995

Of	O
the	O
markers	O
of	O
hepatic	O
function,	O
ALT	O
(SGPT)	O
is	O
recommended	O
for	O
the	O
monitoring	O
of	O
Liver	B-D008099

In	O
Clinical	B-D016430
Trial	I-D016430

In	O
a	O
large,	O
open-label,	O
controlled	O
trial	O
of	O
3,700	O
Patients	B-D010361

Meaningful	O
elevations	O
of	O
ALT	O
and/orAST	O
occurred	O
in	O
about	O
4%	O
of	O
Patients	B-D010361

In	O
that	O
open-label	O
study,	O
a	O
higher	O
Incidence	B-D015994

Elevations	O
in	O
Transaminases	B-D000637

Almost	O
all	O
meaningful	O
elevations	O
in	O
Transaminases	B-D000637

Abnormal	O
TES	B-C004551

In	O
postmarketing	O
reports,	O
cases	O
of	O
drug-induced	O
hepatotoxicity	O
have	O
been	O
reported	O
in	O
the	O
first	O
month,	O
and	O
in	O
some	O
cases,	O
the	O
first	O
2	O
months	O
of	O
therapy,	O
but	O
can	O
occur	O
at	O
any	O
Time	B-D013995

Postmarketing	O
surveillance	O
has	O
reported	O
cases	O
of	O
severe	O
hepatic	O
reactions,	O
including	O
Liver	B-D008099

Some	O
of	O
these	O
reported	O
cases	O
resulted	O
in	O
fatalities	O
or	O
Liver	B-D016031
Transplantation	I-D016031

Physicians	B-D010820
should	O
measure	O
Transaminases	B-D000637

The	O
optimum	O
Time	B-D013995

Based	O
on	O
Clinical	B-D016430
Trial	I-D016430

However,	O
severe	O
hepatic	O
reactions	O
can	O
occur	O
at	O
any	O
Time	B-D013995

If	O
abnormal	O
Liver	B-D008099

To	O
minimize	O
the	O
possibility	O
that	O
hepatic	O
injury	O
will	O
become	O
severe	O
between	O
transaminase	O
measurements,	O
Physicians	B-D010820

To	O
minimize	O
the	O
potential	O
Risk	B-D012306

Caution	O
should	O
be	O
Exercise	B-D015444

5.4	O
Hypertension	B-D006973
NSAIDs,	O
including	O
Voltaren®	O
Gel,	O
can	O
Lead	B-D007854

Patients	B-D010361
taking	O
Thiazides	B-D049971

NSAIDs,	O
including	O
Voltaren®	O
Gel	O
should	O
be	O
used	O
with	O
caution	O
in	O
Patients	B-D010361

Blood	B-D001794
Pressure	I-D001794

5.5	O
Congestive	O
Heart	B-D006333
Failure	I-D006333
and	O
Edema	B-D004487
Fluid	O
retention	O
and	O
Edema	B-D004487

Voltaren®	O
Gel	O
should	O
be	O
used	O
with	O
caution	O
in	O
Patients	B-D010361

5.6	O
Renal	O
Effects	O
Long-term	O
administration	O
of	O
NSAIDs	O
has	O
resulted	O
in	O
renal	O
papillary	O
Necrosis	B-D009336

Renal	O
toxicity	O
has	O
also	O
been	O
seen	O
in	O
Patients	B-D010361

In	O
these	O
Patients	B-D010361

Patients	B-D010361
at	O
greatest	O
Risk	B-D012306

Discontinuation	O
of	O
NSAID	O
therapy	O
is	O
usually	O
followed	O
by	O
recovery	O
to	O
the	O
pretreatment	O
state	O

No	O
information	O
is	O
available	O
from	O
controlled	O
clinical	O
studies	O
regarding	O
the	O
use	O
of	O
Voltaren®	O
Gel	O
in	O
Patients	B-D010361

Therefore,	O
treatment	O
with	O
Voltaren®	O
Gel	O
is	O
not	O
recommended	O
in	O
Patients	B-D010361

If	O
Voltaren®	O
Gel	O
therapy	O
is	O
initiated,	O
close	O
monitoring	O
of	O
the	O
patient's	O
renal	O
function	O
is	O
advisable	O

5.7	O
Anaphylactoid	O
Reactions	O
As	O
with	O
other	O
NSAIDs,	O
anaphylactoid	O
reactions	O
may	O
occur	O
in	O
Patients	B-D010361

Voltaren®	O
Gel	O
should	O
not	O
be	O
given	O
to	O
Patients	B-D010361

This	O
symptom	O
complex	O
typically	O
occurs	O
in	O
Asthma	B-D001249

Emergency	O
help	O
should	O
be	O
sought	O
in	O
cases	O
where	O
an	O
anaphylactoid	O
reaction	O
occurs	O

5.8	O
Skin	B-D012867
Reactions	O
NSAIDs,	O
including	O
Voltaren®	O
Gel,	O
can	O
cause	O
serious	O
Skin	B-D012867

These	O
serious	O
events	O
may	O
occur	O
without	O
warning	O

Patients	B-D010361
should	O
be	O
informed	O
about	O
the	O
Signs	B-D012816
and	I-D012816
Symptoms	I-D012816

Voltaren®	O
Gel	O
should	O
not	O
be	O
applied	O
to	O
open	O
Skin	B-D012867

Voltaren®	O
Gel	O
should	O
not	O
